OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice,MSZoning,Utilities,BldgType,Heating,KitchenQual,SaleCondition,LandSlope
7,1894,2,418,1340,1123,2,10,2002,2003,324005,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1852,3,548,1247,877,2,9,1949,1955,368689,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1335,1,170,915,671,1,7,1962,1964,195958,FV,AllPub,1Fam,GasA,TA,Partial,Gtl
6,1377,1,188,843,859,2,8,2000,2007,307824,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2165,0,77,1574,1328,2,11,1962,1984,387369,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1860,2,347,1030,1183,2,9,1961,1974,347057,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1800,3,529,1320,1001,3,10,1998,2021,334305,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1426,2,422,882,881,1,7,1906,1935,255426,RH,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1648,2,398,1078,894,1,9,1926,1948,278294,RH,AllPub,1Fam,GasA,TA,Abnorml,Gtl
5,1372,3,660,1026,849,3,7,1991,2017,282913,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1522,2,382,1077,918,2,9,1985,2006,355252,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
6,1466,0,60,1184,797,2,8,1913,1941,220041,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1956,2,400,1223,1329,2,10,1970,1976,334113,RL,AllPub,1Fam,GasA,TA,Normal,Mod
4,1227,2,426,846,565,2,6,2000,2020,226275,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
10,1959,1,281,1504,1161,2,10,1985,1991,403377,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1859,1,191,1355,1031,1,10,1904,1904,369387,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1901,2,452,1394,1324,1,11,1954,1970,357871,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
7,1689,2,369,1348,1073,1,10,1901,1909,266685,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
6,1639,1,211,1086,918,2,10,1961,1990,288829,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1507,1,127,962,876,1,8,1990,2010,290959,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
8,1565,2,374,1181,1125,2,8,1920,1932,267821,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1579,3,547,1082,852,3,8,2001,2021,287144,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2016,2,461,1579,1033,2,11,1978,1996,396700,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1906,1,286,1389,1172,2,10,1920,1940,325362,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
10,1907,1,182,1241,1175,2,10,1909,1927,380326,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
8,1603,1,161,1172,1028,2,8,1986,2010,332259,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
7,1848,1,134,1158,1176,2,10,1957,1981,308937,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1707,2,413,1336,1201,2,8,1938,1959,301467,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1732,2,369,1002,867,3,9,1904,1920,316348,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,1694,2,372,1369,896,3,9,1964,1986,362851,RL,AllPub,1Fam,GasA,Ex,Normal,Mod
3,1028,2,481,767,683,3,4,1912,1934,165754,FV,AllPub,1Fam,GasA,Gd,Abnorml,Mod
2,740,1,185,493,333,3,3,1984,2013,129683,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1335,2,429,1049,655,2,6,1989,1998,287392,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1549,2,402,1160,1115,2,8,2008,2017,378915,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
10,2006,2,332,1603,1041,3,10,1984,1987,427469,RM,AllPub,1Fam,GasA,TA,Family,Mod
5,1119,1,107,981,636,2,6,1952,1959,208170,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1430,2,424,1053,852,3,8,1981,2002,338439,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1559,1,285,960,1066,2,8,2000,2019,301079,C (all),AllPub,TwnhsE,GasA,Gd,Family,Gtl
10,2088,1,215,1380,1065,2,10,1944,1963,389243,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2046,2,431,1421,1269,2,12,1931,1948,361221,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1620,3,554,1296,882,3,9,1935,1948,354860,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1651,1,250,1087,1053,1,8,1980,1997,310476,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1915,1,250,1284,1058,2,9,1998,2025,317874,RM,AllPub,Twnhs,GasA,Po,Partial,Gtl
6,1425,2,365,1274,1012,2,7,1959,1972,274483,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,1214,1,227,834,638,1,6,1910,1929,177126,RM,AllPub,1Fam,GasA,TA,Partial,Gtl
9,2113,2,311,1383,1021,2,11,1962,1982,394384,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1973,1,236,1497,1104,2,10,1920,1943,324079,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
10,2133,1,171,1484,1253,2,12,1951,1965,368375,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
10,2213,2,338,1340,1436,2,10,1954,1975,403120,RM,AllPub,1Fam,GasA,Fa,Partial,Gtl
7,1789,2,420,1408,947,2,10,1925,1954,293231,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1927,1,111,1236,1032,2,11,1967,1970,334736,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1876,2,417,1319,1221,2,10,1933,1945,369567,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1608,1,143,1115,827,1,8,1951,1977,316375,RL,AllPub,TwnhsE,GasA,Fa,Normal,Sev
5,1039,1,132,761,605,3,6,1981,2003,201905,RM,AllPub,TwnhsE,GasA,Fa,Normal,Gtl
7,1595,3,602,787,941,2,8,2003,2010,331319,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
4,1318,2,391,872,812,2,7,1998,2015,241922,RL,AllPub,1Fam,GasA,TA,Family,Gtl
10,1879,2,472,1484,1052,2,11,2004,2015,410248,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1834,2,335,1473,1007,2,11,1992,2014,349161,RM,AllPub,2fmCon,GasA,Gd,Normal,Gtl
5,1249,2,468,725,782,2,6,1951,1964,221046,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1701,2,343,1328,931,2,9,1928,1929,323607,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1482,0,45,923,753,2,7,1937,1954,285941,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1123,1,255,729,796,2,6,1941,1964,226639,RL,AllPub,Twnhs,GasA,TA,Abnorml,Gtl
4,1245,2,416,823,795,2,6,1920,1921,225650,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2142,2,360,1515,1461,1,12,1941,1951,356069,RL,AllPub,Duplex,GasA,Gd,Abnorml,Gtl
7,1637,3,523,1296,1060,2,9,1912,1920,281354,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1429,2,302,1039,730,1,7,2004,2015,347265,C (all),AllPub,1Fam,GasA,Fa,Normal,Mod
7,1806,3,692,1245,1093,1,10,1963,1979,327071,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1625,1,185,1282,873,3,8,1916,1930,334928,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1408,3,544,865,679,2,8,1908,1932,275980,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1602,2,342,1109,916,2,8,1940,1956,289382,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1974,3,608,1531,1282,2,11,1900,1925,375875,FV,AllPub,2fmCon,GasA,TA,Normal,Gtl
6,1298,1,180,987,806,3,8,1901,1929,218629,RL,AllPub,1Fam,GasA,Fa,Normal,Mod
5,1294,2,304,835,637,2,7,1959,1984,207355,RL,AllPub,1Fam,GasA,Gd,Family,Gtl
2,1043,2,443,503,577,2,4,1947,1964,165348,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1970,2,416,1425,1167,2,10,1928,1949,341948,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1900,2,491,1093,971,3,11,1996,2001,359115,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2181,3,657,1494,1379,2,11,1909,1925,336014,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1511,2,245,1234,883,3,9,1957,1979,256132,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1306,2,470,1003,644,1,6,1959,1982,238519,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
2,1071,1,260,446,497,1,5,2003,2020,186686,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1593,2,363,1145,1065,1,9,1920,1927,274242,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
7,1751,2,378,1177,1012,1,10,1927,1935,301322,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1535,2,420,883,1040,3,8,1974,1979,286078,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1467,0,0,1077,1037,1,8,1933,1937,248795,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
9,1744,2,387,1147,1148,1,10,1907,1918,338610,RL,AllPub,1Fam,GasA,TA,Abnorml,Mod
6,1480,0,50,963,834,1,8,1958,1982,268896,RL,AllPub,1Fam,GasA,Ex,Partial,Gtl
7,1679,0,25,1193,757,1,9,1985,2013,341466,RL,AllPub,1Fam,GasA,Po,Normal,Gtl
8,1664,2,366,1070,1029,1,8,1971,1998,339801,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1584,1,251,1123,1159,2,9,1948,1958,278986,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,2066,1,215,1357,1236,2,11,1978,2002,345264,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1601,2,413,1039,761,1,8,1916,1916,310389,RL,AllPub,2fmCon,GasA,Ex,Normal,Gtl
10,2216,1,174,1700,1262,2,12,1959,1969,423201,RH,AllPub,Duplex,GasA,Gd,Normal,Gtl
5,1336,2,399,1099,783,2,6,1986,2004,260303,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
9,2040,1,161,1171,1114,1,10,1987,1995,374425,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1563,2,302,1206,681,2,9,1944,1970,293877,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1470,2,386,1238,872,2,7,1982,1983,288970,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1675,2,393,1406,926,2,9,1968,1979,311323,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2039,1,206,1505,1400,2,10,1931,1934,379168,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1345,1,260,782,817,1,7,1943,1946,264390,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1453,1,167,1111,918,3,7,1964,1981,266674,RL,AllPub,2fmCon,GasA,TA,Partial,Gtl
7,1366,2,381,825,807,2,8,1986,2000,304807,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1480,3,638,984,897,3,7,2000,2018,283616,RL,AllPub,1Fam,GasA,Ex,Partial,Gtl
4,826,1,162,635,330,1,5,1907,1919,145447,RL,AllPub,1Fam,GasA,Ex,Normal,Mod
4,1405,1,207,862,738,3,8,1976,1994,216086,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1285,1,179,727,879,2,6,1971,1987,216616,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1436,2,387,1075,882,2,8,1986,1991,255460,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,917,2,437,921,510,1,5,1942,1957,198160,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1584,2,381,1295,999,2,9,1900,1923,264872,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1580,3,639,1212,998,3,9,2008,2019,300864,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1396,2,302,1124,1036,2,7,1950,1968,285143,RL,AllPub,1Fam,GasW,Gd,Normal,Gtl
9,1734,1,128,1309,1056,2,9,1923,1927,334936,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1522,1,84,1132,806,3,8,1998,2014,324262,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
8,1786,2,341,1384,1060,2,9,1923,1948,321294,RL,AllPub,1Fam,GasA,TA,Family,Gtl
5,1179,2,492,620,768,2,5,1916,1938,209273,RL,AllPub,2fmCon,GasA,TA,Abnorml,Gtl
5,1596,2,399,1147,1057,2,9,1904,1929,261494,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,1037,2,363,713,460,3,5,1919,1947,174410,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
5,1238,2,439,878,768,1,6,1920,1920,231895,RM,AllPub,TwnhsE,GasA,TA,Normal,Gtl
6,1239,3,646,798,653,2,6,2003,2030,281836,RL,AllPub,2fmCon,GasW,TA,Partial,Gtl
5,1446,2,338,1090,810,2,7,1957,1983,252980,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
4,1292,2,524,781,859,2,7,1930,1954,210224,RH,AllPub,1Fam,OthW,Gd,Normal,Gtl
4,1041,1,213,648,699,2,5,2009,2032,208823,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1202,2,420,743,653,3,6,1999,2021,257032,RM,AllPub,1Fam,GasA,Gd,Partial,Gtl
5,1432,3,624,1131,843,3,7,1910,1919,243487,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1462,2,424,1021,823,1,7,1951,1965,284060,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
7,1717,2,368,1132,1319,2,9,1914,1936,289488,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,2191,2,505,1477,1342,1,12,1982,2002,369061,RL,AllPub,Duplex,GasA,TA,Partial,Gtl
3,1044,1,185,731,542,2,5,1906,1926,143299,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
8,1697,2,447,1431,1150,2,9,1927,1937,289515,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1420,1,176,808,987,3,8,1950,1962,269361,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
4,1137,3,567,897,861,2,6,2006,2010,226433,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1982,2,495,1458,1397,1,11,1957,1957,362085,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
9,1960,1,194,1239,1246,1,10,1904,1927,314894,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
3,1394,1,198,1195,801,2,7,1904,1915,158325,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1599,2,414,1200,939,2,8,1993,2003,287378,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1773,2,530,1164,1034,1,9,1995,2011,362652,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1658,0,108,881,954,3,9,1907,1910,272953,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
5,1403,2,464,1016,965,3,7,1963,1977,235381,RL,AllPub,1Fam,GasA,Gd,AdjLand,Gtl
5,1168,2,542,810,700,2,6,1909,1933,218090,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1535,1,152,919,1018,3,9,1937,1966,258914,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1747,2,432,1066,1115,2,8,1995,2003,294185,C (all),AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1606,3,603,1254,853,2,8,1991,2011,345874,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1373,2,311,667,652,2,8,1980,1999,272801,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1212,2,423,895,603,1,7,1994,2012,305175,RL,AllPub,1Fam,GasA,TA,Family,Gtl
8,2028,1,175,1391,1174,3,11,1907,1925,317621,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,1130,1,276,865,691,2,6,2003,2014,228670,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
6,1585,1,180,1065,886,2,8,1924,1928,250671,RH,AllPub,2fmCon,GasA,Gd,Normal,Gtl
8,1487,2,377,1084,962,2,8,1972,1981,283362,FV,AllPub,1Fam,GasA,Gd,Alloca,Gtl
9,2225,3,676,1446,1282,1,12,1965,1981,385579,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
7,1556,2,396,1081,959,1,8,1978,1982,317512,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1592,3,658,1187,966,2,8,1949,1970,310146,FV,AllPub,1Fam,GasA,Fa,Normal,Gtl
4,986,2,421,712,765,2,5,1966,1981,200562,RL,AllPub,Duplex,GasA,TA,Partial,Gtl
7,1292,2,421,961,677,2,7,1948,1954,261944,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1881,2,387,1177,1349,2,10,1935,1962,310176,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1607,1,225,1036,904,2,9,1967,1975,258424,RL,AllPub,Twnhs,GasA,Gd,Family,Gtl
6,1466,0,0,940,745,2,7,1977,1979,264890,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1364,2,359,913,796,2,7,2004,2018,296165,RM,AllPub,TwnhsE,GasA,TA,Normal,Gtl
2,824,2,394,780,818,3,5,1940,1955,143766,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1430,2,464,947,947,2,8,1988,2005,280955,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1110,2,426,605,726,2,6,1961,1974,210161,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1441,1,238,1089,944,1,7,1909,1911,261139,RL,AllPub,1Fam,GasA,TA,Normal,Mod
4,1230,2,400,1062,661,2,6,1920,1931,230764,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2153,2,303,1317,1324,1,11,1935,1943,395183,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1652,2,338,1452,991,2,8,1911,1938,300146,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1484,2,385,1101,1071,1,8,1990,1996,306933,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1870,2,343,1464,1111,2,10,2003,2011,342019,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1598,2,373,1338,920,2,9,1901,1913,270913,RM,AllPub,Duplex,GasA,Gd,Normal,Gtl
4,1474,3,571,1177,767,2,8,1912,1929,221158,RL,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
7,1935,3,573,1337,1175,1,10,1952,1956,331402,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
7,1942,3,671,1542,1194,1,10,1931,1943,329766,RL,AllPub,TwnhsE,GasA,Fa,Abnorml,Gtl
8,1687,1,197,1219,892,2,10,1994,1997,319713,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,2047,0,46,1596,1273,1,11,1915,1916,326351,RL,AllPub,Twnhs,GasA,TA,Abnorml,Gtl
4,1270,1,208,1068,785,2,7,1931,1946,223638,RL,AllPub,1Fam,GasA,TA,Family,Gtl
6,1825,1,270,1113,1196,2,10,1931,1939,255589,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1399,3,651,1098,960,2,7,1997,2005,270476,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1590,2,370,1085,963,2,9,1910,1915,276753,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1704,1,298,1213,918,2,8,1909,1919,297931,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
6,1530,1,177,1090,834,1,8,1914,1935,248117,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
10,2350,1,210,1658,1586,1,12,1916,1939,394059,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1603,2,418,1350,978,1,8,1939,1960,292084,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1582,2,424,902,1123,1,7,1917,1917,239654,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1346,3,639,683,857,1,8,1954,1957,239587,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1307,3,562,624,859,2,7,1972,1984,257081,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1480,1,235,1196,981,2,8,1924,1946,241352,RL,AllPub,TwnhsE,GasA,Gd,Partial,Gtl
5,1255,2,429,762,630,2,7,2003,2015,233091,RM,AllPub,2fmCon,GasA,TA,Normal,Gtl
5,1820,1,200,1293,1122,2,9,1958,1970,304134,RL,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
6,967,2,390,659,456,2,4,1977,1978,220931,RM,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1484,3,559,905,861,2,8,1988,1996,277486,RL,AllPub,1Fam,GasA,Po,Normal,Gtl
9,1597,2,424,1245,1022,1,8,1921,1944,324963,FV,AllPub,1Fam,GasA,TA,Normal,Mod
4,1154,2,366,788,589,2,5,1929,1936,193896,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
7,1632,2,411,1106,1035,1,9,1983,1989,330587,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1801,0,0,1295,930,1,11,1984,1987,285342,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1961,1,133,1480,1290,2,10,1943,1960,370269,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
4,1461,2,353,878,810,3,8,1931,1933,199520,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
6,1264,2,420,1015,655,2,6,1950,1977,273972,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
10,2369,1,173,1875,1277,1,12,1945,1950,414131,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1855,2,372,1084,1055,2,10,1920,1931,348538,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1814,2,361,1311,897,2,10,1998,2009,372239,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1432,2,363,956,804,2,7,1931,1951,286411,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
5,1606,2,482,1229,1073,2,9,1993,2020,310694,RL,AllPub,1Fam,GasA,Fa,Partial,Gtl
8,2017,2,344,1229,1191,2,10,1938,1945,345445,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
9,2038,2,473,1670,1105,1,10,1911,1932,359549,RH,AllPub,Twnhs,GasA,Gd,Partial,Gtl
7,1419,2,383,752,874,2,7,2004,2025,300197,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1506,3,567,1017,917,2,8,1946,1946,308862,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1294,2,419,970,972,2,7,1917,1920,252146,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
8,1350,2,402,842,889,2,7,1920,1940,272899,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
5,1602,1,190,994,991,3,8,1912,1939,240796,FV,AllPub,Duplex,GasA,TA,Normal,Gtl
6,1434,1,210,1037,950,3,7,1920,1930,259905,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1432,2,401,1014,845,3,8,1907,1909,228875,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1949,3,589,1365,1161,2,10,1945,1957,333588,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1254,2,446,1006,918,3,6,2003,2027,261874,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1031,1,127,662,455,1,5,2009,2025,217519,RL,AllPub,1Fam,GasA,Fa,Abnorml,Gtl
7,1605,1,154,1171,1059,1,8,1906,1927,256430,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1273,2,360,815,752,2,6,1922,1943,212281,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1718,1,147,1075,1001,2,9,2007,2016,314748,RL,AllPub,1Fam,GasA,Ex,Partial,Gtl
5,1275,1,204,849,709,2,6,1995,2015,235548,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
7,1548,2,425,1008,944,2,9,1974,1985,311338,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1531,0,0,1004,914,1,8,1985,1999,299982,FV,AllPub,1Fam,GasA,Po,Normal,Gtl
3,1028,2,376,894,575,1,6,1921,1941,170748,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1516,2,383,1023,839,2,8,2006,2015,279469,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1246,1,185,772,557,1,7,1988,2001,225406,RL,AllPub,1Fam,GasA,TA,Normal,Mod
3,978,2,335,688,514,2,4,1921,1933,149689,RL,AllPub,1Fam,GasA,Fa,Abnorml,Mod
10,2083,2,384,1473,1198,1,12,1991,1995,416287,RL,AllPub,TwnhsE,GasA,TA,Partial,Gtl
6,1463,2,354,846,892,2,8,1928,1933,249673,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1806,2,383,1219,1279,2,9,1912,1935,319399,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1364,2,314,903,756,2,7,1981,1982,291032,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,2000,2,383,1374,1097,2,10,1901,1922,308990,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
8,1819,2,364,1382,1019,1,11,1928,1944,312360,RM,AllPub,Duplex,GasA,Gd,Normal,Gtl
7,1549,2,386,1104,944,2,9,1984,1987,315050,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
7,1718,1,215,1386,1089,2,9,1978,1991,316569,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1485,1,197,1037,963,2,7,1951,1960,274490,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1153,1,239,1073,774,2,7,1926,1928,231753,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2018,2,381,1343,1307,1,11,1949,1973,394547,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
9,1746,1,230,1106,1019,3,10,1994,1996,338061,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
10,2286,2,456,1682,1576,2,12,1978,1992,438403,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1151,2,413,1010,655,2,6,1922,1927,199249,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1956,1,198,1162,1184,1,11,1987,2003,331054,RL,AllPub,1Fam,GasA,TA,Family,Gtl
9,1823,2,420,1246,1223,3,11,1943,1954,320780,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
5,1363,2,415,862,874,2,7,1976,1997,236144,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,1292,1,250,925,551,1,7,1921,1940,192656,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1746,2,439,1223,1048,2,9,1942,1965,342648,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1531,2,440,1273,1004,2,7,1936,1964,289390,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2081,2,402,1440,1114,2,11,1960,1970,374225,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1477,1,217,1240,961,2,8,1996,2020,256578,RM,AllPub,1Fam,OthW,TA,Normal,Gtl
