Year,Mileage_km,Engine_CC,Horsepower,Num_Owners,Doors,Seats,Service_History,Accidents_Reported,Insurance_Valid,Brand,Fuel_Type,Transmission,Body_Type,Condition,Price_USD
2009,171295.0,1200,106,2,4,5,0,0,1,Ford,Petrol,Manual,Van,Good,3773.08
2005,227742.0,3500,304,1,4,5,1,2,1,Mercedes,Diesel,Manual,Van,Good,4606.26
2022,27539.0,4000,311,3,5,5,1,0,0,BMW,Diesel,Automatic,Coupe,Good,19943.72
2012,147529.0,2000,137,5,4,5,0,0,0,Mercedes,Petrol,Manual,Coupe,Fair,6392.74
2021,52396.0,1600,119,2,4,5,0,3,1,Toyota,Diesel,Manual,SUV,Good,5763.85
2015,105355.0,1600,127,2,4,5,1,0,1,BMW,Diesel,Manual,Van,New,15386.09
2015,136922.0,1600,151,3,5,5,1,0,0,Hyundai,Diesel,Manual,Hatchback,Good,3619.22
2007,231687.0,1500,120,2,4,5,0,0,1,Kia,Petrol,Manual,Van,Like New,1509.68
2012,165290.0,1800,153,4,4,5,1,0,1,Volkswagen,Petrol,Automatic,Sedan,Fair,6358.12
2012,156664.0,1200,106,3,3,5,1,1,0,Mercedes,Petrol,Manual,Truck,Good,6280.12
2007,230062.0,4000,317,3,4,6,0,3,0,Honda,Petrol,Automatic,Van,Good,2722.22
2014,127861.0,1600,155,2,4,5,1,0,0,Honda,Petrol,Automatic,Coupe,New,7049.54
2023,13133.0,3000,240,1,5,8,0,1,1,Ford,Diesel,Manual,Sedan,Like New,17648.74
2018,101852.0,2000,190,2,4,8,1,0,1,BMW,Hybrid,Manual,Coupe,Poor,5761.34
2022,40763.0,1500,123,1,4,6,1,1,1,Hyundai,Diesel,Automatic,Van,Good,9140.09
2007,205739.0,1500,119,2,5,5,1,0,0,Mercedes,Petrol,Automatic,Coupe,Poor,555.19
2018,77734.0,4000,316,3,4,7,0,0,1,Mercedes,Petrol,Manual,Truck,Poor,7409.8
2015,108954.0,2000,169,2,4,8,1,0,1,Audi,Petrol,Automatic,Truck,Like New,10704.18
2014,162333.0,1500,158,1,3,5,0,0,0,Audi,Hybrid,Automatic,Truck,Poor,518.93
2018,84061.0,1200,106,1,2,5,0,0,1,Ford,Diesel,Manual,SUV,Good,8492.21
2005,242367.0,2000,170,1,3,2,0,3,0,Audi,Diesel,Manual,Truck,Good,4039.98
2020,70818.0,1500,115,3,4,4,0,0,1,Toyota,Hybrid,Automatic,Van,Good,9357.6
2010,161770.0,1500,133,3,4,5,1,0,0,BMW,Petrol,Manual,Truck,Like New,7476.75
2022,52448.0,2000,169,3,3,5,1,3,0,Volkswagen,Petrol,Automatic,Van,Good,6245.8
2020,50882.0,2000,165,1,4,5,1,0,1,Audi,Petrol,Automatic,Truck,Good,14659.58
2023,51450.0,1600,140,1,4,4,0,1,1,Mercedes,Electric,Manual,Truck,Good,17454.65
2020,55310.0,3000,222,4,4,6,1,0,0,Honda,Petrol,Automatic,Hatchback,Good,12456.42
2009,207565.0,2000,165,1,4,5,0,1,1,Volkswagen,Hybrid,Automatic,Van,Good,3250.4
2016,70548.0,2500,190,2,4,5,0,0,1,Volkswagen,Diesel,Automatic,Van,New,12837.21
2010,162373.0,1500,125,3,5,5,1,1,1,Audi,Hybrid,Manual,SUV,Good,5549.82
2006,223596.0,1500,114,2,4,5,1,2,1,Hyundai,Diesel,Automatic,Coupe,Like New,500.0
2020,29538.0,1200,90,2,4,5,0,0,1,Audi,Diesel,Automatic,SUV,Good,10982.34
2015,129013.0,1500,104,1,4,5,1,2,1,Nissan,Diesel,Automatic,SUV,Fair,1568.52
2016,112694.0,3500,308,4,4,5,0,0,1,Nissan,Electric,Automatic,SUV,Fair,7100.14
2015,105138.0,3500,281,1,5,6,1,0,1,Volkswagen,Petrol,Automatic,Truck,Like New,8287.56
2023,23761.0,2000,157,1,5,5,1,0,1,Mercedes,Electric,Automatic,SUV,New,38502.14
2012,168097.0,1800,172,2,5,5,0,0,0,BMW,Electric,Manual,Hatchback,Good,8687.35
2022,4454.0,2000,175,1,4,5,1,2,0,Kia,Petrol,Automatic,Coupe,Like New,9767.7
2009,172898.0,1800,119,2,4,6,1,2,1,Hyundai,Hybrid,Automatic,SUV,Good,1298.14
2016,102974.0,1000,104,2,4,5,0,0,1,BMW,Petrol,Manual,Coupe,Fair,6741.5
2014,132356.0,1800,174,1,4,5,1,0,0,Honda,Electric,Automatic,Sedan,Good,4733.6
2019,71121.0,1800,173,1,4,5,1,0,1,Nissan,Petrol,Automatic,Sedan,Fair,4349.79
2009,205339.0,1500,135,1,2,5,1,0,1,Audi,Diesel,Automatic,SUV,Poor,1145.27
2021,55158.0,1500,108,1,4,6,1,0,1,BMW,Hybrid,Automatic,Hatchback,Good,13341.34
2008,214450.0,1500,124,1,4,5,0,0,0,Ford,Petrol,Manual,Sedan,Fair,1022.11
2016,87152.0,1800,128,3,5,6,1,0,0,Nissan,Petrol,Automatic,Sedan,Fair,2634.5
2022,38172.0,1200,87,1,4,7,0,1,0,Hyundai,Petrol,Manual,Hatchback,New,8475.2
2012,151393.0,2000,150,1,4,8,1,0,0,Honda,Petrol,Automatic,Truck,Good,5717.46
2021,69931.0,1600,123,1,2,7,1,0,0,Volkswagen,Petrol,Automatic,SUV,Fair,7154.75
2012,158616.0,1600,135,2,4,5,1,1,0,Audi,Diesel,Manual,Van,Good,6799.07
2017,85964.0,2500,201,3,4,5,1,0,0,BMW,Diesel,Automatic,Sedan,Fair,7808.46
2007,228788.0,1800,142,4,4,4,0,0,1,Nissan,Electric,Automatic,Hatchback,Good,3070.14
2007,224449.0,1600,128,2,4,5,1,0,1,Kia,Diesel,Automatic,Sedan,Good,1850.73
2011,155676.0,2500,230,1,5,4,0,0,1,Toyota,Petrol,Automatic,Coupe,Good,5326.15
2022,30773.0,1600,165,1,4,5,1,0,0,Honda,Petrol,Automatic,Sedan,Fair,7482.26
2011,163028.0,2500,201,1,4,5,1,0,0,BMW,Diesel,Manual,Van,Good,4742.7
2006,246412.0,1800,155,3,4,7,1,0,1,Mercedes,Petrol,Automatic,Coupe,Like New,6612.24
2011,171049.0,1500,112,2,4,5,1,0,1,Nissan,Diesel,Manual,Van,Good,3962.15
2006,238902.0,1800,161,1,5,5,1,2,1,Volkswagen,Diesel,Automatic,Truck,Good,3614.15
2011,160601.0,1500,117,3,4,5,0,0,1,Honda,Petrol,Manual,Hatchback,Fair,1379.25
2018,89022.0,1200,89,4,2,6,1,1,1,Honda,Diesel,Manual,Truck,New,7878.35
2019,91550.0,1200,130,4,4,7,1,2,1,Nissan,Petrol,Automatic,Coupe,Good,4871.12
2020,54584.0,1500,104,1,4,5,1,0,1,Mercedes,Petrol,Automatic,Sedan,Good,13547.24
2012,157727.0,2000,129,1,4,4,1,2,1,Honda,Petrol,Automatic,Truck,Good,2338.75
2020,39550.0,2500,219,1,4,5,1,0,0,Ford,Petrol,Manual,Coupe,Good,7496.93
2011,156517.0,2500,202,2,4,5,1,2,1,Nissan,Diesel,Manual,Truck,Good,1193.04
2015,114983.0,1500,115,2,4,5,1,0,0,Audi,Diesel,Manual,Van,Good,7987.96
2008,188087.0,2000,207,4,4,6,1,0,1,Audi,Petrol,Manual,Coupe,New,9828.44
2022,55830.0,1500,135,1,4,6,1,0,1,Hyundai,Diesel,Automatic,Sedan,New,15916.37
2017,83430.0,1800,149,2,4,5,0,1,1,Audi,Petrol,Manual,Truck,Fair,5899.41
2021,59802.0,2500,197,3,4,6,1,0,0,Volkswagen,Diesel,Manual,Hatchback,Fair,8012.44
2016,110803.0,1000,90,1,4,6,1,1,0,Ford,Petrol,Manual,Truck,Like New,6057.41
2022,36463.0,4000,307,1,4,5,1,0,0,Volkswagen,Petrol,Automatic,Coupe,Good,14872.33
2014,154292.0,2500,200,2,4,2,1,0,0,Kia,Petrol,Automatic,SUV,Like New,6869.06
2011,134091.0,2000,166,3,2,5,1,0,0,Audi,Petrol,Automatic,Sedan,Poor,500.0
2016,105057.0,2000,169,5,4,5,0,1,1,Kia,Diesel,Automatic,Truck,Good,5466.91
2016,91794.0,2000,164,3,4,8,1,2,1,Mercedes,Diesel,Manual,Coupe,Fair,6646.54
2017,66579.0,4000,322,3,4,5,1,2,0,Mercedes,Petrol,Automatic,Hatchback,Like New,24300.72
2005,222079.0,2000,180,2,3,5,1,0,1,BMW,Petrol,Automatic,Sedan,Good,5863.99
2011,168259.0,1600,108,1,2,5,1,0,0,Honda,Petrol,Manual,Van,Like New,4091.31
2020,49120.0,1800,145,3,4,4,1,1,1,Mercedes,Diesel,Manual,Sedan,Good,11342.96
2020,73449.0,1500,117,4,4,5,1,0,1,Nissan,Petrol,Automatic,Hatchback,Poor,3862.76
2020,56792.0,3500,306,1,2,5,1,0,1,BMW,Petrol,Automatic,Hatchback,Good,20190.82
2020,55129.0,3000,243,1,4,4,1,2,1,Toyota,Petrol,Automatic,Coupe,New,18022.67
2018,79196.0,1800,156,2,4,5,1,0,1,Honda,Diesel,Automatic,Truck,New,15313.6
2015,118523.0,2000,171,5,4,5,1,0,1,Honda,Petrol,Manual,Sedan,Fair,2512.58
2023,17723.0,3000,222,1,5,7,0,0,1,Audi,Petrol,Automatic,SUV,Like New,23120.14
2015,107231.0,1500,124,3,4,6,1,0,1,Honda,Petrol,Automatic,Hatchback,Poor,2354.26
2006,242838.0,1800,123,3,5,5,1,0,0,Nissan,Hybrid,Automatic,Hatchback,Fair,2878.06
2011,158639.0,1600,138,3,2,4,1,3,1,Kia,Diesel,Automatic,Sedan,Like New,3591.71
2013,138247.0,2000,155,2,2,5,1,0,1,Ford,Petrol,Manual,Van,Poor,2859.09
2013,150441.0,1600,151,4,4,5,1,3,1,Honda,Petrol,Automatic,Hatchback,Like New,3601.99
2018,88781.0,2000,163,1,4,5,0,0,1,Volkswagen,Diesel,Automatic,Hatchback,Poor,4175.67
2014,118598.0,1600,121,1,4,5,1,1,1,Honda,Petrol,Automatic,Truck,Like New,5303.4
2020,71325.0,1200,117,1,4,4,1,1,1,Audi,Petrol,Automatic,Coupe,Like New,13293.35
2022,44065.0,1200,86,1,4,5,1,1,1,Ford,Diesel,Automatic,Coupe,Good,4670.72
2005,242670.0,1200,113,1,5,5,1,1,1,Audi,Electric,Automatic,Hatchback,Good,5770.43
2006,221530.0,1000,90,1,5,5,1,1,1,Ford,Diesel,Automatic,Van,Good,500.0
2008,197899.0,1800,144,3,4,5,0,1,1,Audi,Diesel,Automatic,SUV,Like New,5792.78
2006,224973.0,2000,146,2,4,5,1,3,1,Hyundai,Diesel,Automatic,Van,Good,500.0
2008,185523.0,1200,118,3,4,5,0,0,0,Honda,Diesel,Automatic,Hatchback,Poor,500.0
2010,179411.0,1800,157,1,4,5,1,0,0,Toyota,Petrol,Manual,SUV,Good,4630.32
2008,217382.0,1800,138,1,5,4,0,1,0,Ford,Petrol,Automatic,SUV,Like New,3928.78
2022,49146.0,1200,103,1,4,5,1,0,1,Kia,Petrol,Automatic,SUV,Good,5495.4
2009,186287.0,1600,148,1,4,4,1,1,1,Nissan,Petrol,Manual,SUV,Like New,6378.88
2015,135961.0,2000,168,1,4,5,0,0,1,Ford,Diesel,Manual,Sedan,Like New,5250.9
2017,124589.0,1000,86,1,4,5,1,0,1,Ford,Petrol,Manual,Hatchback,Good,2302.31
2007,211257.0,1200,115,2,5,5,0,1,1,Kia,Diesel,Automatic,Van,Good,500.0
2023,34373.0,4000,356,1,4,2,1,0,1,Kia,Electric,Automatic,Sedan,Like New,23596.48
2015,86058.0,2000,164,1,2,5,1,0,0,BMW,Petrol,Manual,SUV,New,13056.69
2015,101128.0,1600,113,1,4,5,0,0,0,Toyota,Diesel,Automatic,Truck,Good,7502.01
2006,229367.0,1800,130,4,5,5,0,0,1,Nissan,Petrol,Automatic,Coupe,Like New,4174.04
2019,56899.0,2500,197,1,4,5,0,2,0,Volkswagen,Hybrid,Automatic,Hatchback,Fair,10276.23
2012,186588.0,2500,194,1,4,5,1,0,0,Volkswagen,Diesel,Manual,Hatchback,Good,5098.07
2006,236968.0,1500,99,1,2,4,1,2,0,Hyundai,Electric,Manual,Sedan,Good,500.0
2012,170487.0,1600,161,3,4,5,0,1,0,Toyota,Diesel,Automatic,SUV,Like New,4921.92
2019,71565.0,1800,157,2,4,6,0,3,1,Nissan,Petrol,Automatic,SUV,Like New,8350.22
2020,44952.0,1200,92,1,2,5,1,0,1,Ford,Electric,Manual,Van,Poor,3854.16
2017,88218.0,3000,249,2,5,5,1,0,0,Hyundai,Petrol,Manual,Sedan,Good,10572.1
2021,51816.0,1600,106,2,4,7,0,0,1,Nissan,Diesel,Manual,Van,Poor,986.31
2018,74431.0,1600,150,1,4,7,0,0,0,Hyundai,Diesel,Automatic,Hatchback,Like New,10274.96
2018,94068.0,3000,220,1,5,5,1,0,0,Toyota,Diesel,Automatic,Sedan,Fair,5426.3
2005,250671.0,1200,107,5,4,5,1,0,1,Kia,Diesel,Automatic,Coupe,Like New,5819.68
2005,240075.0,1000,60,2,4,5,0,0,1,Honda,Hybrid,Manual,Hatchback,Fair,3892.35
2007,188615.0,2000,160,2,4,5,0,0,1,Volkswagen,Diesel,Automatic,SUV,Fair,1145.04
2019,97722.0,1600,151,1,5,5,0,0,1,Hyundai,Petrol,Manual,Van,Like New,8596.0
2009,188810.0,2000,142,3,3,7,1,2,1,Toyota,Diesel,Automatic,Van,Good,2580.75
2009,232639.0,1200,97,1,4,5,0,0,1,Honda,Hybrid,Automatic,Truck,Good,2668.33
2008,213788.0,1600,142,1,4,5,0,0,1,Hyundai,Diesel,Automatic,Van,Poor,500.0
2018,80851.0,1500,131,2,4,4,1,0,0,Honda,Diesel,Automatic,Van,New,10520.12
2011,174717.0,2000,167,2,4,4,0,0,1,BMW,Petrol,Automatic,Truck,Good,5902.22
2019,41711.0,1500,132,5,2,4,0,1,0,Audi,Petrol,Automatic,Hatchback,Like New,14237.36
2015,135392.0,1600,124,1,4,5,1,0,0,Ford,Diesel,Automatic,Hatchback,Good,5887.41
2018,122504.0,2500,237,2,4,5,1,0,1,Mercedes,Diesel,Automatic,SUV,Good,13297.83
2010,148661.0,3000,225,1,4,2,1,1,1,Ford,Petrol,Manual,Truck,Fair,3963.25
2014,127689.0,2000,184,3,5,5,0,0,0,Volkswagen,Hybrid,Manual,Sedan,Poor,1188.42
2011,166420.0,1600,136,1,2,5,0,0,1,Nissan,Diesel,Automatic,Sedan,Good,714.03
2014,145128.0,1800,159,2,4,5,1,0,1,Mercedes,Electric,Manual,Sedan,Good,6731.4
2018,115590.0,2000,178,1,5,2,1,0,1,Nissan,Petrol,Automatic,Sedan,Good,4797.69
2009,197743.0,2500,216,2,5,5,0,0,1,Hyundai,Diesel,Automatic,Van,Good,2450.45
2005,272127.0,2500,196,2,4,5,0,0,1,Hyundai,Diesel,Manual,Truck,New,4465.57
2023,26556.0,3000,245,1,4,5,0,0,1,BMW,Diesel,Automatic,Truck,New,36826.45
2012,162771.0,2500,186,2,4,5,1,0,1,Nissan,Diesel,Automatic,SUV,Good,3655.79
2023,28924.0,1200,95,1,4,5,1,0,1,BMW,Diesel,Manual,Hatchback,New,23716.01
2021,66304.0,2000,171,3,2,7,1,0,1,Nissan,Diesel,Automatic,Truck,Good,7398.37
2023,17665.0,2500,217,2,4,5,0,0,1,Toyota,Petrol,Manual,Truck,Like New,17170.13
2020,72274.0,2500,214,4,4,6,1,0,1,Hyundai,Diesel,Manual,Hatchback,New,14065.87
2008,185538.0,3000,223,1,4,5,1,1,1,BMW,Petrol,Manual,Coupe,New,12096.13
2012,151732.0,1800,141,1,3,5,1,0,1,Hyundai,Diesel,Automatic,Van,Good,6767.81
2008,194449.0,2000,156,1,4,5,1,0,1,Volkswagen,Diesel,Manual,Sedan,Good,6750.37
2017,97319.0,1000,63,1,4,6,0,0,1,Audi,Petrol,Automatic,Van,Fair,4629.14
2011,163259.0,1800,137,1,5,5,1,0,0,Audi,Diesel,Manual,Truck,Like New,8321.09
2005,256982.0,1600,133,1,5,5,1,0,1,Toyota,Petrol,Manual,Truck,New,4841.34
2013,130820.0,3500,312,4,2,5,1,0,1,Mercedes,Diesel,Manual,Van,New,20439.19
2008,178030.0,3000,235,2,4,8,1,0,0,Kia,Petrol,Automatic,Sedan,Good,5210.8
2018,63641.0,2000,149,2,5,5,1,1,1,Toyota,Petrol,Manual,Truck,Good,7458.42
2013,158913.0,1200,91,3,2,4,1,1,0,Hyundai,Diesel,Automatic,Hatchback,Good,3592.88
2007,201457.0,1600,138,1,5,5,1,0,1,Toyota,Petrol,Automatic,Truck,Good,6920.1
2019,77968.0,2000,185,4,4,5,0,2,1,Hyundai,Electric,Automatic,SUV,Good,10287.03
2009,187578.0,1000,82,2,4,4,0,1,1,Kia,Petrol,Manual,Truck,Good,500.0
2005,252364.0,1500,103,1,4,5,1,0,0,Mercedes,Diesel,Automatic,Sedan,Poor,1794.62
2015,116539.0,2500,189,3,4,5,1,0,0,Honda,Diesel,Automatic,Hatchback,New,9353.42
2023,65465.0,1200,102,2,3,5,0,1,0,Honda,Petrol,Automatic,Truck,Like New,10585.34
2009,220472.0,1200,114,2,4,8,1,0,0,Hyundai,Electric,Manual,Van,Good,1039.96
2021,43272.0,1800,177,4,5,5,1,1,0,Hyundai,Diesel,Automatic,Coupe,Poor,4517.62
2023,17218.0,3000,232,4,4,5,0,0,1,Toyota,Diesel,Automatic,Hatchback,Like New,16494.79
2021,94985.0,2500,210,4,4,5,1,0,0,Nissan,Petrol,Automatic,Hatchback,Fair,4133.05
2009,175817.0,3500,276,2,5,5,1,0,1,Audi,Petrol,Automatic,Van,Like New,7045.42
2013,143175.0,2000,153,3,4,2,1,1,1,Kia,Diesel,Automatic,Coupe,Like New,2153.65
2010,180337.0,1600,118,1,4,6,1,1,1,Volkswagen,Petrol,Manual,Truck,Good,2631.22
2017,95965.0,3000,244,3,4,7,1,0,1,Nissan,Electric,Automatic,SUV,Like New,13026.87
2015,93919.0,1600,120,1,2,4,0,1,1,Honda,Petrol,Manual,Van,Good,2700.15
2005,247449.0,1600,170,2,4,6,1,0,1,Hyundai,Electric,Manual,Sedan,Poor,500.0
2021,33445.0,1600,126,4,3,5,0,1,1,Audi,Electric,Automatic,Hatchback,Poor,6582.73
2010,201540.0,2500,223,3,2,5,1,1,1,Toyota,Diesel,Automatic,Van,Good,4624.9
2007,194161.0,3000,240,5,4,7,1,0,1,Mercedes,Petrol,Automatic,SUV,Fair,5578.77
2020,60892.0,1600,166,1,2,2,0,0,1,Volkswagen,Petrol,Manual,Sedan,Like New,10134.48
2017,62758.0,1600,138,1,4,5,1,1,1,BMW,Diesel,Automatic,Sedan,Good,9126.21
2016,75684.0,2500,220,4,2,7,0,0,1,Toyota,Diesel,Automatic,Truck,Fair,2620.78
2015,107410.0,1000,74,2,5,5,1,1,0,Kia,Petrol,Automatic,Van,Good,4856.11
2006,217527.0,2000,181,4,4,5,1,0,1,Toyota,Petrol,Manual,SUV,Like New,6954.78
2023,45986.0,1600,138,3,5,6,0,0,1,Kia,Diesel,Automatic,Van,Like New,11439.1
2012,155391.0,1600,127,4,5,5,1,0,0,Nissan,Petrol,Manual,Hatchback,Like New,4393.18
2017,115386.0,1600,117,2,5,5,0,1,0,Kia,Electric,Automatic,Hatchback,Like New,6341.27
2018,78303.0,1600,129,3,4,8,0,0,1,Kia,Petrol,Automatic,Van,New,10115.81
2019,81091.0,2000,161,1,5,5,0,0,1,Mercedes,Hybrid,Manual,Truck,Good,16899.92
2021,37118.0,3000,263,5,4,5,1,1,0,BMW,Hybrid,Manual,Hatchback,Like New,29470.25
2019,60098.0,1600,129,1,4,5,1,0,1,BMW,Petrol,Manual,Van,Fair,7244.47
2014,104687.0,2500,179,1,4,7,1,0,1,Toyota,Petrol,Automatic,Sedan,Fair,6272.6
2005,245036.0,2000,176,2,4,8,1,0,1,Honda,Petrol,Automatic,Van,Poor,3059.11
2016,111931.0,1500,144,3,2,5,1,0,0,Kia,Petrol,Manual,Truck,Fair,4806.0
2013,155660.0,1800,125,3,2,5,0,1,1,Volkswagen,Petrol,Automatic,Sedan,Good,1697.7
2009,195224.0,2000,193,1,4,6,0,0,1,Volkswagen,Diesel,Automatic,Sedan,Fair,500.0
2019,102393.0,1000,104,3,4,6,0,0,1,Audi,Diesel,Automatic,Van,Good,8521.86
2007,218640.0,1600,123,3,4,5,0,0,1,Kia,Diesel,Automatic,Coupe,Like New,5674.78
2023,38877.0,4000,316,2,4,5,1,0,1,Toyota,Petrol,Automatic,Coupe,Good,15803.73
2011,163138.0,1800,165,1,2,5,0,0,1,Volkswagen,Diesel,Manual,Van,Good,1860.33
2011,154373.0,1500,104,2,4,6,1,1,1,Kia,Petrol,Manual,Truck,Fair,1483.84
2011,178765.0,1500,114,4,3,8,0,0,1,Honda,Petrol,Manual,Sedan,New,4597.76
2006,226663.0,1500,105,4,5,5,1,0,0,Hyundai,Petrol,Automatic,Truck,Good,5067.88
2006,240481.0,1600,133,1,5,5,1,1,1,Ford,Petrol,Automatic,Coupe,New,3962.99
2016,113294.0,1500,146,1,4,4,0,0,1,Mercedes,Diesel,Automatic,Truck,Like New,12915.85
2009,180105.0,1200,105,1,5,7,0,1,1,Hyundai,Petrol,Manual,SUV,Good,6195.46
2008,220115.0,1600,148,2,4,5,0,0,1,Hyundai,Diesel,Manual,Truck,Good,2145.94
2011,154932.0,1800,144,2,2,5,0,1,1,Volkswagen,Hybrid,Manual,SUV,Fair,4566.96
2020,69380.0,1200,101,2,4,5,0,0,1,Volkswagen,Petrol,Automatic,Truck,Fair,2845.11
2007,235224.0,1000,64,2,4,7,0,0,1,Audi,Diesel,Automatic,SUV,Good,3549.08
2006,222231.0,1000,81,1,4,5,1,2,0,Toyota,Diesel,Automatic,SUV,Good,678.09
2021,65340.0,1500,113,1,4,5,1,0,1,BMW,Petrol,Manual,SUV,Like New,17054.32
2013,149964.0,1500,122,1,4,7,1,0,0,Nissan,Petrol,Automatic,SUV,Good,3188.76
2012,168779.0,1800,146,1,4,5,1,0,1,Toyota,Hybrid,Automatic,Hatchback,Good,7298.13
2016,95449.0,1600,128,3,2,4,1,0,1,Hyundai,Diesel,Automatic,Hatchback,Good,8160.53
2011,171215.0,1500,156,1,4,5,1,0,0,Ford,Diesel,Automatic,Van,Like New,4129.33
2018,62879.0,2500,234,2,4,5,1,0,0,Mercedes,Hybrid,Automatic,Truck,New,29597.84
2020,85670.0,1800,171,1,4,8,0,1,1,Nissan,Petrol,Automatic,Coupe,New,11484.67
2005,209790.0,1200,126,2,4,5,1,1,1,Audi,Petrol,Manual,Sedan,Poor,500.0
2014,126679.0,1500,146,2,4,7,1,1,1,Ford,Petrol,Automatic,Hatchback,Like New,4791.34
2015,106024.0,3500,291,1,2,4,1,0,1,Honda,Petrol,Automatic,SUV,Fair,5256.84
2011,178121.0,3500,289,2,5,5,1,0,1,Volkswagen,Hybrid,Manual,Hatchback,Fair,4059.95
2022,64859.0,1500,128,1,4,7,1,1,1,Kia,Diesel,Automatic,SUV,Fair,1836.17
2023,33824.0,1500,121,2,4,7,1,0,1,Toyota,Diesel,Automatic,Coupe,Good,10678.99
2018,128419.0,1600,117,3,4,5,1,2,1,Audi,Electric,Automatic,Hatchback,Good,9056.18
2021,27331.0,1600,137,2,3,5,1,0,0,Nissan,Diesel,Automatic,Sedan,Good,6369.67
2023,4482.0,1600,109,3,2,5,1,1,1,Nissan,Petrol,Automatic,Sedan,Like New,8854.68
2017,82603.0,1800,152,1,4,4,1,1,1,BMW,Petrol,Automatic,Hatchback,Poor,3266.34
2007,217819.0,1500,110,1,4,7,1,0,1,Hyundai,Diesel,Automatic,Van,Poor,500.0
2006,212596.0,1200,98,1,4,5,1,0,0,Kia,Electric,Automatic,Hatchback,Good,3498.22
2013,132725.0,1800,152,1,5,5,1,2,1,Volkswagen,Petrol,Manual,Sedan,Good,5843.01
2011,177307.0,3000,244,2,4,4,1,0,0,BMW,Diesel,Automatic,Coupe,Poor,1221.41
2018,65412.0,1200,75,2,4,4,1,0,1,Audi,Petrol,Manual,Truck,Good,9582.87
2009,175002.0,2000,148,3,4,5,1,2,1,Nissan,Petrol,Manual,Hatchback,Fair,2946.52
2019,66022.0,1600,140,3,4,4,1,2,1,Toyota,Petrol,Manual,Hatchback,Good,4898.84
2005,235433.0,1500,116,2,5,5,1,0,1,Volkswagen,Diesel,Automatic,Sedan,Fair,3381.97
2011,183150.0,2500,216,2,5,6,1,0,0,Audi,Petrol,Automatic,Sedan,Good,8202.32
2009,178490.0,1600,133,1,4,4,1,0,1,BMW,Electric,Automatic,Sedan,Good,7634.11
2008,193196.0,1800,147,2,4,5,0,0,1,Mercedes,Hybrid,Automatic,Sedan,Fair,4274.84
2015,128725.0,1600,138,1,5,6,1,0,0,Honda,Petrol,Manual,Hatchback,Fair,6852.74
2023,36021.0,1200,89,2,4,5,1,0,0,Mercedes,Diesel,Automatic,SUV,Like New,18286.95
2010,201431.0,1800,156,3,4,8,0,0,1,Ford,Diesel,Automatic,Sedan,Fair,709.76
2022,43037.0,1600,127,2,4,4,0,0,1,Audi,Petrol,Automatic,Van,Poor,1989.9
2009,193955.0,1200,138,1,4,5,1,0,0,Mercedes,Diesel,Manual,Coupe,New,9433.09
2019,80626.0,1800,132,4,4,5,1,2,0,Mercedes,Hybrid,Automatic,Coupe,Like New,16534.27
2010,175989.0,1000,77,1,4,8,1,0,1,Kia,Diesel,Manual,Van,Good,1849.43
2008,199878.0,1500,120,4,4,5,1,1,1,Audi,Diesel,Automatic,Van,Fair,1826.87
2021,21388.0,2000,146,3,4,5,0,2,1,Mercedes,Petrol,Manual,Hatchback,Good,14109.25
2019,85401.0,1000,94,2,3,7,1,0,1,Nissan,Diesel,Automatic,Sedan,Poor,1770.86
2022,39172.0,1800,143,1,4,7,1,0,1,Audi,Electric,Automatic,Truck,Good,15678.78
2010,191656.0,3000,214,4,4,7,1,3,0,Kia,Petrol,Manual,Van,Good,3883.97
2023,0.0,1500,135,2,4,5,1,1,0,Hyundai,Diesel,Automatic,Sedan,Good,7325.39
2016,107293.0,1600,123,1,2,5,0,1,1,Nissan,Diesel,Manual,Hatchback,Poor,1272.32
2013,131162.0,1800,148,2,5,5,1,0,1,Hyundai,Petrol,Automatic,Van,New,7366.18
2012,178520.0,1600,143,2,4,5,1,0,1,BMW,Petrol,Manual,Truck,Good,6222.75
2019,81213.0,1800,144,1,4,5,1,2,1,Nissan,Petrol,Automatic,Hatchback,Good,7571.68
2005,243514.0,1600,127,1,2,6,0,1,1,Audi,Diesel,Manual,SUV,Good,4303.65
2006,221521.0,1200,136,1,4,5,1,0,1,Audi,Petrol,Automatic,Coupe,Fair,2143.38
2007,221958.0,1200,67,1,4,7,0,0,1,Ford,Petrol,Manual,Van,Good,1926.0
2023,10077.0,2000,147,1,3,5,1,0,1,BMW,Petrol,Manual,Hatchback,New,26055.02
2014,130504.0,1500,108,1,4,5,1,0,0,Toyota,Diesel,Automatic,Sedan,Like New,7275.1
2018,75325.0,2500,235,1,2,5,0,0,0,Audi,Diesel,Automatic,Sedan,Like New,17457.78
2023,57997.0,2000,156,1,4,5,1,0,0,Hyundai,Hybrid,Manual,Hatchback,Like New,13249.01
2015,142049.0,1000,86,4,4,2,0,0,0,Ford,Diesel,Automatic,Coupe,Fair,2274.33
2010,195946.0,1500,117,2,5,5,1,0,0,Honda,Diesel,Automatic,Hatchback,Good,1617.83
2023,1645.0,1500,134,2,4,8,0,1,0,Volkswagen,Diesel,Automatic,Hatchback,Good,9415.43
2018,96962.0,1800,149,2,4,7,0,0,1,Hyundai,Diesel,Automatic,Sedan,Good,6329.44
2012,158815.0,2500,212,1,4,4,0,2,1,Ford,Diesel,Manual,Sedan,Good,5018.83
